user	date	time	text
disciple4life	5/4/2021	12:33 PM	"


re: Conservatives.


They also have huge families, fight the abortion Holocaust, teach their kids to view abortion as murder, often dont drink or drug, pay at least 10% to charity, pay most of the taxes of this country, raise their kids to know YHWH is God and Jesus is the Messiah, fight leftism, and will often drop everything to help someone in need. 
What good have you done?


"
Gareth Lee Hunter	5/4/2021	12:48 PM	"


re: Conservatives.


To me, extremists at both ends of the political spectrum are a serious threat to life as we would like it to be.




__________________It is no measure of health to be well adjusted to a profoundly sick society.


"
fluxmaster	5/4/2021	1:04 PM	"


re: Conservatives.




Quote:


Originally Posted by S Sinistrari


This topic is divisive. I know many conservatives who do not fit your list of discrepancies.
The title of the topic itself is of stunted and immature in nature, not one to be taken seriously.
Major problems in our nation are over the entire spectrum of citizens, even here.




Quote:


Originally Posted by NicholasXLIX


It is mainly, Neo-Conservatives more than normal conservatives.




Quote:


Originally Posted by Little Dark Age


Kevin's bashing fake conservatives. He's not criticizing real conservatives. No need to jump on his throat over a satirical thread.


What is there left to conserve?


"
NationalCrusader14	5/4/2021	1:29 PM	"


re: Conservatives.






Quote:


Originally Posted by celtickevin


progressive: gay marriage and adoption!
conservatard: I don't care what someone does in their own bedroom, let them get married, who cares, don't approve of adoption
realist: go shoot yourself, they can do their own service in the Unitarian church without the government, and adopters should be arrested, the children are better off in an orphanage


A real conservative would oppose gay marriage but with your platform are you running for office?






__________________The white race has a right to live. Stop white genocide. The white race is being flooded with the third world while white birthrates are below replacement rates.


"
celtickevin	5/4/2021	1:48 PM	"


re: Conservatives.




Quote:


Originally Posted by disciple4life


They also have huge families, fight the abortion Holocaust, teach their kids to view abortion as murder, often dont drink or drug, pay at least 10% to charity, pay most of the taxes of this country, raise their kids to know YHWH is God and Jesus is the Messiah, fight leftism, and will often drop everything to help someone in need. 
What good have you done?


you lost me with ten percent to charity. huh? charity begins at home


"
celtickevin	5/4/2021	1:51 PM	"


re: Conservatives.




Quote:


Originally Posted by NationalCrusader14


A real conservative would oppose gay marriage but with your platform are you running for office?


So real conservatives are openly opposing race mix marriages. "" well, my daughters with a black guy, but as long as she doesn't abort, shes with god"" huh?


"
The Captain	5/4/2021	1:52 PM	"


re: Conservatives.




Quote:


Originally Posted by fluxmaster


What is there left to conserve?


Their egos.
Quote:


Originally Posted by celtickevin


So real conservatives are openly opposing race mix marriages. "" well, my daughters with a black guy, but as long as she doesn't abort, shes with god"" huh?


You're making a very good point on this thread, albeit not eloquently, that most of the readership here will likely never understand.


"
disciple4life	5/4/2021	2:57 PM	"


re: Conservatives.




Quote:


Originally Posted by celtickevin


you lost me with ten percent to charity. huh? charity begins at home


You lost me at lets call the most productive white people retarded.


"
celtickevin	5/4/2021	3:03 PM	"


re: Conservatives.




Quote:


Originally Posted by disciple4life


You lost me at lets call the most productive white people retarded.


well, it will come to you, sooner or later. Was Pat Buchanan conservative when he decided to run for president with Lieutenant Uhura?


"
celtickevin	5/4/2021	3:10 PM	"


re: Conservatives.




Quote:


Originally Posted by NationalCrusader14


A real conservative would oppose gay marriage but with your platform are you running for office?


how many real conservatives are left? George Wallace? Buchanan? Hannitty? I think Duke would qualify as conservative.


"
disciple4life	5/4/2021	3:21 PM	"


re: Conservatives.




Quote:


Originally Posted by celtickevin


how many real conservatives are left? George Wallace? Buchanan? Hannitty? I think Duke would qualify as conservative.


As a White Nationalist you should attack positions conservatives take that you disagree with. State their reasoning, then state why you object. But attacking the majority of men in this country is not helpful. It’s unproductive, divisive, and adolescent. 
You don’t like their defense of the Jewish People? Great! I don’t either. 
State why they protect them, and why you disagree. A conservative on this forum will be more likely to engage if you use reason and communicate professionally. 
Those are my thought
Peace


"
Kevin Rowe	5/4/2021	3:23 PM	"


re: Conservatives.




Quote:


Originally Posted by disciple4life


They also have huge families, fight the abortion Holocaust, teach their kids to view abortion as murder, often dont drink or drug, pay at least 10% to charity, pay most of the taxes of this country, raise their kids to know YHWH is God and Jesus is the Messiah, fight leftism, and will often drop everything to help someone in need. 
What good have you done?


Thats the way my parents raised me, and the way I raise my kids must be a Midwest thing. In Wisconsin most people I know share the same views.


"
fluxmaster	5/4/2021	3:33 PM	"


re: Conservatives.




Quote:


Originally Posted by disciple4life


You lost me at lets call the most productive white people retarded.


Being productive is only laudable if it benefits us. If it benefits the enemy, that does us no good. Most White people have little choice but to work for the enemy, but those that choose to use their productivity against us are no friends of ours.




__________________Some genuinely cant afford sustaining memberships. But at only 14¢/day, tightwads like me have no excuse not to join.
""I am now a Stormfront Sustaining Member, and I encourage all other Stormfronters to become Sustaining members."" Ebenezer Scrooge""We recommend a Sustaining Membership to all tightwad Stormfront members."" American Tightwad Association""It is the duty of every miser to take out a Sustaining Membership on Stormfront."" International Brotherhood of Misers, Local 1488


"
celtickevin	5/4/2021	3:55 PM	"


re: Conservatives.






Quote:


Originally Posted by disciple4life


As a White Nationalist you should attack positions conservatives take that you disagree with. State their reasoning, then state why you object. But attacking the majority of men in this country is not helpful. Its unproductive, divisive, and adolescent. 
You dont like their defense of the Jewish People? Great! I dont either. 
State why they protect them, and why you disagree. A conservative on this forum will be more likely to engage if you use reason and communicate professionally. 
Those are my thought
Peace


well golleee....looky my join date. Back then conservatism was a subgroup od racial reality. Has it conserved anything since then? you could be the holiest man on earth, but if you do not openly or at least covertly oppose race mixing, then its all for nothing.




"
disciple4life	5/4/2021	11:45 PM	"


re: Conservatives.




Quote:


Originally Posted by Kevin Rowe


Thats the way my parents raised me, and the way I raise my kids must be a Midwest thing. In Wisconsin most people I know share the same views.


Youre doing well my friend, youre doing well. 
Jesus called his disciples the salt of the earth, and so it is. 
Peace


"
disciple4life	5/4/2021	11:47 PM	"


re: Conservatives.




Quote:


Originally Posted by celtickevin


well golleee....looky my join date. Back then conservatism was a subgroup od racial reality. Has it conserved anything since then? you could be the holiest man on earth, but if you do not openly or at least covertly oppose race mixing, then its all for nothing.


It conserved several million babies who would have been aborted. 
What are you conserving?


"
Phoenix	5/5/2021	12:45 AM	"


re: Conservatives.




Quote:


Originally Posted by disciple4life


It conserved several million babies who would have been aborted.


How many of them were White? Those are the only ones I care about. The rest mean NOTHING to me. No, that's not true. I'm grateful for all the non-white ones who are not here now adding to our problems.
Quote:

What are you conserving? 


OUR PEOPLE.




__________________How to start your own nation from scratch.This is how we win
To all those members who have their visitor pages closed, I say, ""Thanks for the rep!"" I genuinely appreciate the support. The best way to predict the future is to create it.The rot is deep.Meine Ehre Heißt Treue  


"
S Sinistrari	5/5/2021	8:28 AM	"


re: Conservatives.




Quote:


Originally Posted by fluxmaster


What is there left to conserve?


Why are you going by literal title?
Conservatives are the majority body of citizens in this nation, yet there are various types of conservatives.
With retarded topic titles such as this one, any conservatives coming here will be immediately turned off by this site and also pass that title on to others.
Possible opportunities missed. God job at fail people. You don’t grow numbers by insults.
Enjoy your cult.



 
__________________UNAPOLOGETICALLY WHITEAnd if all others accepted the lie which the Party imposedif all records told the same talethen the lie passed into history and became truth. Who controls the past ran the Party slogan, controls the future: who controls the present controls the past.' -George Orwell, 1984


"
fluxmaster	5/5/2021	10:07 AM	"


re: Conservatives.




Quote:


Originally Posted by S Sinistrari


Why are you going by literal title?
Conservatives are the majority body of citizens in this nation, yet there are various types of conservatives.
With retarded topic titles such as this one, any conservatives coming here will be immediately turned off by this site and also pass that title on to others.
Possible opportunities missed. God job at fail people. You dont grow numbers by insults.
Enjoy your cult.


If you're talking about the title of the thread, then fine, but conservatism of any type isn't going to get us anywhere. It's too late for that. At best, it can slow things down slightly, which, at this point, isn't going to do a whole lot of good. Conservatives, even paleoconservatives, need to understand that. The thread title could be improved, however.




__________________Some genuinely cant afford sustaining memberships. But at only 14¢/day, tightwads like me have no excuse not to join.
""I am now a Stormfront Sustaining Member, and I encourage all other Stormfronters to become Sustaining members."" Ebenezer Scrooge""We recommend a Sustaining Membership to all tightwad Stormfront members."" American Tightwad Association""It is the duty of every miser to take out a Sustaining Membership on Stormfront."" International Brotherhood of Misers, Local 1488


"
S Sinistrari	5/5/2021	10:19 AM	"


Re: CONSERVATARDS




Quote:


Originally Posted by fluxmaster


If you're talking about the title of the thread, then fine, but conservatism of any type isn't going to get us anywhere. It's too late for that. At best, it can slow things down slightly, which, at this point, isn't going to do a whole lot of good. Conservatives, even paleoconservatives, need to understand that. The thread title could be improved, however.



You miss the point entirely. Also, I was projecting to most here, not just you.


"
S Sinistrari	5/5/2021	10:24 AM	"


Re: Conservatives.


Let me expound further, let's look at the def of Conservative:
Conservatism:
1. Commitment to traditional values and ideas with opposition to change or innovation.
2. The holding of political views that favor free enterprise, private ownership, and socially traditional ideas.
That is the USA. You will not convert American Whites from that. Ever. 
- But you can add some adjustments to it to improve. That would be: The Constitution 2.0.
You simply solve the problems, not start completely over.


"
disciple4life	5/5/2021	10:34 AM	"


Re: Conservatives.




Quote:


Originally Posted by S Sinistrari


Why are you going by literal title?
With retarded topic titles such as this one, any conservatives coming here will be immediately turned off by this site and also pass that title on to others.
Enjoy your cult.


Facts


"
fluxmaster	5/5/2021	10:49 AM	"


Re: Conservatives.




Quote:


Originally Posted by S Sinistrari


Let me expound further, let's look at the def of Conservative:
Conservatism:
1. Commitment to traditional values and ideas with opposition to change or innovation.
2. The holding of political views that favor free enterprise, private ownership, and socially traditional ideas.
That is the USA. You will not convert American Whites from that. Ever. 
- But you can add some adjustments to it to improve. That would be: The Constitution 2.0.
You simply solve the problems, not start completely over.


The problem with that is the Blacks and Asians can also believe in those things. It's not about ideology, it's about race.


"
S Sinistrari	5/5/2021	11:03 AM	"


Re: Conservatives.






Quote:


Originally Posted by fluxmaster


The problem with that is the Blacks and Asians can also believe in those things. It's not about ideology, it's about race.



I don't care what blacks and Asians believe. And they did not write the Constitution nor have any part of the creation of our laws.






__________________UNAPOLOGETICALLY WHITEAnd if all others accepted the lie which the Party imposedif all records told the same talethen the lie passed into history and became truth. Who controls the past ran the Party slogan, controls the future: who controls the present controls the past.' -George Orwell, 1984


"
disciple4life	5/5/2021	12:13 PM	"


Re: Conservatives.




Quote:


Originally Posted by fluxmaster


The problem with that is the Blacks and Asians can also believe in those things. It's not about ideology, it's about race.


Blacks and Asians can also believe in racial purity. Or separation. Or race nationalism. 
Dont see your point.


"
fluxmaster	5/5/2021	1:01 PM	"


Re: Conservatives.




Quote:


Originally Posted by disciple4life


Blacks and Asians can also believe in racial purity. Or separation. Or race nationalism. 
Dont see your point.


If, by conservatism, you mean racial separation plus the constitution, then fine, but that's not what most people mean by conservatism.




__________________Some genuinely cant afford sustaining memberships. But at only 14¢/day, tightwads like me have no excuse not to join.
""I am now a Stormfront Sustaining Member, and I encourage all other Stormfronters to become Sustaining members."" Ebenezer Scrooge""We recommend a Sustaining Membership to all tightwad Stormfront members."" American Tightwad Association""It is the duty of every miser to take out a Sustaining Membership on Stormfront."" International Brotherhood of Misers, Local 1488


"
disciple4life	5/5/2021	1:50 PM	"


Re: Conservatives.




Quote:


Originally Posted by fluxmaster


If, by conservatism, you mean racial separation plus the constitution, then fine, but that's not what most people mean by conservatism.


 Full disclosure, Im not a conservative, although I vote that way because the GOP is the only mainstream party (that I know of) on this planet that defends the unborn. 
WNs discuss abortion almost never, although abortion kills more white babies every year than all the jews and blacks in history.
Conservatives speak out about Abortion alot. They have passed laws protecting the unborn, they protest, they have hotlines for women who feel their only choice is abortion. Conservatives also raise very stable structured homes. Jesus and God are usually the center of such homes, and central to their lives. 
[Im also not a Christian, Im a Disciple of Jesus which is quite different. I say this so its clear Im not defending myself.]
Racialism isn't something they VOICE loudly, but they often do discourage race mixing in their own ways. Christian websites that discuss race mixing often discourage it, not for the same reason we use, but other reasons. 
Also conservatives also very often live in almost all white areas. The problem of course comes when the kids go to a university and are constantly being taught socialism, leftism, atheism, and are being hit on by black people. For fear of being looked at as a racist, they feel they
must talk to them, especially with this BLM crap. (Black leftists are always beggin and demanding things. If I was an Asian, i'd be terribly annoyed).
So neither WNs are perfect, they don't defend the pre-born.
And Conservatives aren't as vocal as I'd like them to be. 
Its true many conservatives don't care about race at all. On FB the other day a woman posted a picture of a black man and white woman with a baby. They were like ""so adorable"". I just put the PUKE emoji. Then a few people went at me. So I said, ""one person in this picture has 12% less brain mass than the other"". And I also said, ""people breed dogs, cats, horses, but they dont breed themselves. Makes no sense"". 
She blocked me as was expected. These people were likely Conservatives almost all of my 'friends' are. 
But back to this thread, calling them retarded is not helpful. What he should have done is made a thread that said something like , ""A few things I disagree with Conservatives on"". A conservative who reads THAT would likely engage instead of being called a Retard.


"
Phoenix	5/5/2021	7:15 PM	"


Re: Conservatives.


Here's an idea: Let's dispense with the USELESS labels and start evaluating people by their ACTIONS; not their ""beliefs"", their ACTIONS.
A husband and wife who adopt non-white children are my enemy. I don't care how ""pro-life"" they are or how often they go to church, or if they've always voted Republican.
Likewise drug-addled serial fornicators who choose not to marry and have children are equally worthless in my eyes. Their claim to be ""pro-White"" is meaningless. (This does not apply to those who are childless for LEGITIMATE reasons.)




__________________How to start your own nation from scratch.This is how we win
To all those members who have their visitor pages closed, I say, ""Thanks for the rep!"" I genuinely appreciate the support. The best way to predict the future is to create it.The rot is deep.Meine Ehre Heißt Treue  


"
disciple4life	5/5/2021	7:32 PM	"


Re: Conservatives.




Quote:


Originally Posted by Phoenix


Here's an idea: Let's dispense with the USELESS labels and start evaluating people by their ACTIONS; not their ""beliefs"", their ACTIONS.
A husband and wife who adopt non-white children are my enemy. I don't care how ""pro-life"" they are or how often they go to church, or if they've always voted Republican.
Likewise drug-addled serial fornicators who choose not to marry and have children are equally worthless in my eyes. Their claim to be ""pro-White"" is meaningless. (This does not apply to those who are childless for LEGITIMATE reasons.)


What about a white nationalist who doesnt fight the Abortion Holocaust?


"
Phoenix	5/5/2021	7:55 PM	"


Re: Conservatives.




Quote:


Originally Posted by disciple4life


What about a white nationalist who doesn’t fight the Abortion Holocaust?


The ""pro-life"" movement as it's currently constituted does NOT make racial distinctions. They claim that ""all life is precious."" I for one cannot in good conscience stand with those who oppose non-white abortions. My objection is to those ""white"" women who use abortion as contraception. Such women are not even White in my eyes. They are pale negroes. However I would not deny the option of abortion to any woman who had good reason. What that reason might be would depend on her particular circumstances.


"
celtickevin	5/5/2021	7:58 PM	"


Re: Conservatives.




Quote:


Originally Posted by disciple4life


What about a white nationalist who doesnt fight the Abortion Holocaust?


Legally, there's nothing you can do about abortion. But you can damn sure have white kids, or at the very least not race mix. And to be honest, a female knocked up by an ape should get an abortion.


"
disciple4life	5/5/2021	11:00 PM	"


Re: Conservatives.




Quote:


Originally Posted by celtickevin


Legally, there's nothing you can do about abortion. But you can damn sure have white kids, or at the very least not race mix. And to be honest, a female knocked up by an ape should get an abortion.


Theres lots you can do, you just dont care to look. People rarely do anything that isnt typing. Http://www.ProlifeAction.org


"
Phoenix	5/6/2021	7:39 PM	"


Re: Conservatives.


An unborn White child represents POTENTIAL, unless it's been diagnosed as severely defective in some way. I don't like to destroy potential. On the other hand, an unborn non-white child simply represents another mouth to feed and a drain on society and natural resources. The ""contributions"" made by non-whites are too insignificant to justify cranking out millions of them on the off chance a few might be less than a burden.


"
NWFreedom	5/10/2021	1:51 AM	"


Re: Conservatives.




""A conservative wants to preserve his pocketbook, a National Socialist wants to preserve his race."" - Commander George Lincoln Rockwell






__________________""This NWF fellow is...the worst of the worst."" - Will Williams


"
NWFreedom	5/10/2021	1:52 AM	"


Re: Conservatives.


""There is no more order to conserve, it is necessary to create a new one."" - Nietzche


"
nsdpsynthesizer	5/10/2021	12:19 PM	"


Re: Conservatives.




Quote:


Originally Posted by The Captain


This is a net good thing when said society and resources work towards faggotizing everything you know and love. That's the crux of what kekservatives don't have the capacity or refuse to understand is that there is no turning the clock back on any of this. Latching onto something and trying to 'conserve' is by nature a weak and defensive position with no initiative. 
Just burn it all down.
Maybe one of the reasons the predicaments we're in are taking so long to conquer is due to white conservatives putting into this society more than they take out and unfortunately pushing back its inevitable expiration date.


This is why I'm an Accelerationist. The sooner the current system collapses the sooner we can get back to some semblance of natural order.


"
NationalCrusader14	5/10/2021	1:21 PM	"


Re: Conservatives.


They need to stop surrendering like this.: Republicans in 5 years - YouTube




__________________The white race has a right to live. Stop white genocide. The white race is being flooded with the third world while white birthrates are below replacement rates.


"
APTheunissen	5/10/2021	3:58 PM	"


Re: Conservatives.




Quote:


Originally Posted by DrHardyLloyd


I view kosher CONservatives as worse than commies. For a commy actually believes the bullocks, while a CONservative knows we are right, yet attacks us anyway out of cowardice.
Change my mind, Steven!!


They're probably more Joe Average. Big problem is that ""conservatives"" are themselves running behind trends on the racial and gender issues and well, a lot of them are Israel Firsters. You might think I'm only talking about the US - And I'd actually wished that were true. No, I observe similar trends in South Africa. Probably, because 
a) The English media is either liberal or fully leftard. 
b) The Afrikaans media is mostly similar, while they try not to overdo it. Seems there is some more conservative characters that try to be kosher as well. 
c) Your average middle class Afrikaner slightly interested in politics follows American stuff on the internet. 
And most importantly:
d) Afrikaners don't have their own preservatory intellectual institutions. That role was done by the Churches for quite long. But they also jumped on the politically correct band waggon in the 1980s.




__________________Metapolitics not party-politics, change culture, before you change politics





Last edited by SBWPWW; 05-15-2021 at 07:50 AM.
Reason: Remove link in quote.



"
S Sinistrari	5/10/2021	5:05 PM	"


Re: Conservatives.


Many of you are simply ignorant of Conservatives. Conservatives are the majority White. Period. They are a mass that sticks to patriotism and traditionalism. 
No, you little anomalies do not represent the whole.
The average White person who votes to the right will identify with the Conservatives. It doesn't mater what 'conservative' means, all that matters is what the majority Whites thinks it means and why they gravitate there.
You people who spend time with nonsense only drive people away, not make them think and what to join.




__________________UNAPOLOGETICALLY WHITEAnd if all others accepted the lie which the Party imposedif all records told the same talethen the lie passed into history and became truth. Who controls the past ran the Party slogan, controls the future: who controls the present controls the past.' -George Orwell, 1984


"
JohnCopp	5/12/2021	12:45 PM	"


Re: Conservatives.


That's the crux of what kekservatives don't have the capacity or refuse to understand is that there is no turning the clock back on any of this.


"
Phoenix	5/13/2021	12:37 AM	"


Re: Conservatives.




Quote:


Originally Posted by JohnCopp


That's the crux of what kekservatives don't have the capacity or refuse to understand is that there is no turning the clock back on any of this.


Yessir, and thank you. Welcome to Stormfront. Why is it newer members have a better grasp of the situation than some of the ""old guard""? Could it be they haven't been corrupted by the immutable ""movement dogma""? Could it be that they've been around these so-called ""conservatives"" more and know them for what they are?
""Conservatives"" are not only incapable of actually conserving anything, but by the very definition of the term and their inherent nature they cannot be the REVOLUTIONARIES we need. However, as I posted yesterday, we can whisper in their ears, stoke their dissatisfaction with the status quo, gently suggest more and more radical solutions until they finally realize that there really isn't anything left to ""conserve"" in the former USA. That it's time to put down the National Review and pick up Mein Kampf.
The corrupt, farcical ""election"" of 2020 was the eye-opener for them. The equally corrupt and even more absurd and pointless mid-terms of '22 should be the straw that breaks the sheeple's backs. Hopefully.




__________________How to start your own nation from scratch.This is how we win
To all those members who have their visitor pages closed, I say, ""Thanks for the rep!"" I genuinely appreciate the support. The best way to predict the future is to create it.The rot is deep.Meine Ehre Heißt Treue  





Last edited by Phoenix; 05-13-2021 at 07:40 AM.
Reason: typo



"
Gareth Lee Hunter	5/13/2021	7:03 AM	"


Re: Conservatives.


There isn't anything wrong with preserving traditional lifestyles. In fact, I think a meaningful, orderly future depends on it. But not everyone is capable of achieving financial success. And I'm really tired of overhearing the ""I've got mine, to hell with everyone else"" right-wing radicals criticizing people they don't even know for being financially poor, as well as condemning social programs that provide monetary relief to those who need such assistance. 
I actually heard it smugly stated by a group of gun range geezers that a blind quadriplegic doesn't need SSD, because they can still lick stamps or something to support themselves without wasting tax dollars.
Capitalism in America has been corrupted beyond the point of ever being beneficial to the average wage-slave, who is forced to shed their blood, sweat, and tears to provide their employers with luxuries while perpetually subsisting at the poverty level.




__________________It is no measure of health to be well adjusted to a profoundly sick society.


"
celtickevin	5/13/2021	9:14 AM	"


Re: Conservatives.


progressive: revolution!
""conservative"": Romans 13, blah blah blah
realist: realizes government is force, and not owned by us


"
